Key,Text,Hash
EVENT_NAME_RECORDING,Enregistrement de {0},6c589671
EVENT_NAME_SLIDES,Diapositives de {0},a06fe761
EVENT_RECORDED_SESSION_DESCRIPTION_1,"Regardez cette session enregistrée à tout moment. Vous pouvez la visionner plusieurs fois, selon vos besoins.",1fe65a8a
EVENT_RECORDED_SESSION_REQUIREMENTS_SPEAKERS,"Haut-parleurs ou casque – intégré, USB ou Bluetooth sans fil",b87be889
EVENTS,Événements,a18b73bc
EXCLUSION_AREAS,Zones d'exclusion,08c7d391
EXISTING_PROJECT_ACCESSIONS_BODY,"Des accessions ont déjà été ajoutées à un projet existant. Si vous sélectionnez ces accessions ici, vous remplacerez le projet par {0} (au lieu de créer une association supplémentaire).",a23f695b
EXISTING_PROJECT_ACCESSIONS_TITLE,Projet existant avec des accessions,278f1f38
EXISTING_PROJECT_BATCHES_BODY,"Des lots ont déjà été ajoutés à un projet existant. Si vous sélectionnez ces lots ici, vous remplacerez le projet par {0} (au lieu de créer une association supplémentaire).",426c8254
EXISTING_PROJECT_BATCHES_TITLE,Projet existant avec des lots,0c2ab242
EXISTING_PROJECT_PLANTING_SITES_BODY,"Des sites de plantation ont déjà été ajoutés à un projet existant. Si vous sélectionnez ces sites de plantation ici, vous remplacerez le projet par {0} (au lieu de créer une association supplémentaire).",11f7a17c
EXISTING_PROJECT_PLANTING_SITES_TITLE,Projet existant avec des sites de plantation,bdd02838
EXISTING_SPECIES_MSG,« {0} » figure déjà dans votre liste d'espèces.,92747058
EXIT_APPLICATION,Quitter l'application,71aff49c
EXPANSION_POTENTIAL,Potentiel d’expansion,cfcbb501
EXPANSION_POTENTIAL_DESCRIPTION,"Terres éligibles non encore sécurisées par des accords, mais que l’on pense pouvoir sécuriser.",60ac9586
EXPANSION_POTENTIAL_HA,Potentiel d’expansion (ha),eb119de5
EXPERIENCE_AND_UNDERSTANDING,Expérience et compréhension,82c4c6b4
EXPORT,Exporter,54546641
EXPORT_ALL_ZIP,Tout exporter (ZIP),6b986b01
EXPORT_BIOMASS_MONITORING_DETAILS_CSV,Exporter les détails du suivi de la biomasse (CSV),eb24aa11
EXPORT_LOCATIONS,Exporter les emplacements,1e075828
EXPORT_LOCATIONS_DISABLED_TOOLTIP,Les emplacements des parcelles sont déterminés au début de l’observation,c4219ca7
EXPORT_OBSERVATION_DETAILS_CSV,Exporter les détails de l’observation (CSV),4cc75bdc
EXPORT_PROJECT_BOUNDARY,Exporter la limite du projet,bc5d40f6
EXPORT_RECORDS,Exporter les enregistrements,6786a209
EXPORT_RESULTS,Exporter les résultats,ee00e9ae
EXPORT_SPECIES_CSV,Exporter les espèces (CSV),4fa71391
EXPORT_TREES_AND_SHRUBS_CSV,Exporter les arbres et arbustes (CSV),8e2ba1e7
EXTERNAL_PROJECT_LINKS,Liens externes du projet,121ec2f7
FACILITY,Installation,bee31ee0
FACILITY_BUILD_COMPLETION_DATE,Date d’achèvement de la construction,3029b355
FACILITY_BUILD_COMPLETION_DATE_INVALID,Doit être comprise entre la date de début de construction et la date de début d’exploitation.,354795a1
FACILITY_BUILD_COMPLETION_DATE_REQUIRED,Date d’achèvement de la construction *,ee7e0d47
FACILITY_BUILD_START_DATE,Date de début de construction,58299e9d
FACILITY_BUILD_START_DATE_INVALID,Doit être antérieure ou égale à la date d’achèvement de la construction et à la date de début d’exploitation.,ae380ad2
FACILITY_BUILD_START_DATE_REQUIRED,Date de début de construction *,5559bd0c
FACILITY_OPERATION_START_DATE,Date de début d’exploitation,25b7135d
FACILITY_OPERATION_START_DATE_INVALID,Doit être postérieure ou égale à la date de début et à la date d’achèvement de la construction.,0b2a914c
FACILITY_OPERATION_START_DATE_REQUIRED,Date de début d’exploitation *,75ac4fc2
FAILED_PRESCREEN,Pré-sélection échouée,23f61882
FAILURE_RISK,Risque d’échec,89355cf9
FAMILY,Famille,7709335f
FAST_GROWTH,Croissance rapide,d52b67d0
FAVORABLE_WEATHER,Météo favorable,47741ec2
FEATURE_AVAILABLE_ON_DESKTOP,Cette fonctionnalité est uniquement disponible sur l’application de bureau.,1c4eb37d
FEATURE_REQUEST,Demande de fonctionnalité,21c9d75f
FEATURE_REQUEST_DESCRIPTION,Faites-nous part de vos idées pour de nouvelles fonctionnalités dans Terraware.,e57489fd
FEATURE_REQUEST_INSTRUCTIONS,Fournissez des détails sur une nouvelle fonctionnalité ou des modifications à une fonctionnalité existante. (Quels cas d’utilisation ou problèmes la nouvelle fonctionnalité ou les changements résoudront-ils ?),c44328fe
FEEDBACK,Retour d’information,2510edcc
FEEDBACK_SHARED_WITH_PROJECT,Retour d’information (partagé avec le projet),d56b8ddb
FERN,Fougère,35767f4d
FIELD_NOTES,Notes de terrain,1c50984e
FILE_NAME,Nom du fichier,fc9f4f98
FILE_NAMING,Nommage des fichiers,ab7d2f6d
FILE_SELECTED,Fichier sélectionné,23a60a8d
FILL_OUT_ALL_FIELDS,Veuillez remplir tous les champs obligatoires.,36aae65c
FILTER,Filtrer,51b390ee
FILTER_BY_PROJECT,Filtrer par projet,cc5c10c0
FILTER_SHOW_EMPTY_BATCHES,Afficher les lots vides,f5c7fca1
FILTERS,Filtres,c3d13364
FINAL_QTY,Qté finale,47530c05
FINANCE,Finances,ae6619da
FINANCIAL_VIABILITY,Viabilité financière,50706753
FIND_OUT_MORE_ABOUT_ACCELERATOR_AND_APPLY,En savoir plus sur l’Accélérateur Forêt de la graine au carbone de Terraformation {0} et postuler !,cea3bbb2
FIRST_ADD_PLANTING_SITE,"Pour afficher le tableau de bord, vous devez avoir un site de plantation.",29adc97e
FIRST_NAME,Prénom,4728037d
FIX_HIGHLIGHTED_FIELDS,Corrigez les champs surlignés ci-dessous.,505e80af
FOOTNOTE_WAIT_FOR_INVITATION_1,Vous ne souhaitez pas créer votre propre organisation ou vous attendez une invitation à une organisation existante ?,57c63204
FOOTNOTE_WAIT_FOR_INVITATION_2,Ne vous inquiétez pas. Vous recevrez un e-mail lorsqu’un administrateur de votre organisation vous ajoutera à l’organisation dans Terraware.,5a0db9d0
FOR_A_FULL_OVERVIEW,"Pour un aperçu complet de tous nos logiciels, visitez la [page Logiciels] sur notre site web.",dbdd4eb3
FOR_LAB_AND_NURSERY_GERMINATION,Pour la germination en laboratoire et en pépinière,a6d186f2
FOR_LAB_GERMINATION,Pour la germination en laboratoire,401f658e
FOR_NURSERY_GERMINATION,Pour la germination en pépinière,ec2b91cc
FORB,Herbacée,98c76e90
FORESTRY,Sylviculture,e5cd15f6
FREEZER,Congélateur,18226170
FREEZER_1,Congélateur 1,953b9b90
FREEZER_2,Congélateur 2,8e57368e
FREEZER_3,Congélateur 3,333c5d1e
FRESH,Frais,79e86995
FRIDGE,Réfrigérateur,0907cca3
FROM,De,3b922b12
FROM_NURSERY,De : Pépinière,21226e82
FROM_NURSERY_REQUIRED,De : Pépinière *,4bcef7f8
FROM_SUBZONE,De : Sous-zone,e071d8f7
FROM_X,de {0},e19960de
FRONT_OF_SEED_BANK,Devant la banque de semences,f7fcb078
FUNDER,Bailleur de fonds,a66356e6
FUNDER_ADDED,Bailleur ajouté,cdcddbaf
FUNDER_DISCLAIMER_CHECKBOX,"En cochant cette case, je reconnais avoir lu et compris la clause de non-responsabilité de la plateforme Terraware pour les bailleurs.",24f1c9ed
FUNDER_DISCLAIMER_REVIEW,Consulter la clause de non-responsabilité de la plateforme Terraware pour les bailleurs,e8863313
FUNDER_DISCLAIMER_TITLE,Clause de non-responsabilité de la plateforme Terraware pour les bailleurs,27a547dd
FUNDER_NAME,Nom du bailleur,1ea661a7
FUNDER_PORTAL,Portail des bailleurs,500322ac
FUNDER_REPORT_LAST_PUBLISHED,Le rapport du bailleur a été publié pour la dernière fois le {0},0a69140e
FUNDERS,Bailleurs,77d89a51
FUNDERS_DELETED,Bailleurs supprimés,7f6ba996
FUNDING_ENTITIES,Entités de financement,6ba1d5ee
FUNDING_ENTITY,Entité de financement,5a49d100
FUNDING_ENTITY_NAME,Nom de l'entité de financement,853fdfb9
FUNGUS,Champignon,80af26d0
G,g,a2cb10b4
G_GRAMS,g (grammes),cd0798a9
GDRIVE,GDrive,05b07904
GDRIVE_LINK,Lien GDrive,0ad2a483
GENERAL,Général,989aa26d
GENERIC_ERROR,Une erreur s'est produite,e1abd8bd
GENUS,Genre,893239a9
GEOLOCATIONS,Géolocalisations,03a9c2ac
GEOMETRY_CHANGED_WARNING_MESSAGE,La géométrie de ce site {0}. Les données affichées ici peuvent ne pas être représentatives de ce qui se trouve actuellement dans les zones du site de plantation.,b5d7eb2b
GERMINATED,Germiné,452ce9c6
GERMINATING,Germination en cours,9a93858b
GERMINATING_QUANTITY,Quantité en germination,068c3582
GERMINATING_QUANTITY_CANNOT_BE_LESS_THAN_ZERO,La quantité en germination ne peut pas être inférieure à 0,0e5c6963
GERMINATING_QUANTITY_REMAINING,Quantité en germination ({0} restantes),01603f34
GERMINATING_QUANTITY_REQUIRED,Quantité en germination *,087aa849
GERMINATION_QUANTITY_AFTER,Quantité de germination (après),5424be6e
GERMINATION_QUANTITY_BEFORE,Quantité de germination (avant),94f79f2d
GERMINATION_RATE,Taux de germination,a9f7ad35
GET_STARTED,Commencer,000b82a4
GET_STARTED_SUBTITLE,"Pour commencer, ajoutez des personnes à votre organisation et ajoutez les espèces de semences et de plantes que votre organisation gère.",86327bd9
GIS,SIG,f5139d36
GIS_REPORT,Rapport SIG,7a3b1cb9
GIS_REPORT_LINK,Lien du rapport SIG,eaacd0fa
GLOBAL_ROLE_ACCELERATOR_ADMIN,Administrateur de l’Accélérateur,b60aa07a
GLOBAL_ROLE_READ_ONLY,Lecture seule,28709939
GLOBAL_ROLE_SUPER_ADMIN,Super-administrateur,4e519ab0
GLOBAL_ROLE_TF_EXPERT,Expert TF,3edccd76
GO_TO,Aller à {0},c922d4a7
GO_TO_DASHBOARD,Aller au tableau de bord,bc0fd6e7
GO_TO_NURSERIES,Aller aux pépinières,545d3e5a
GO_TO_PLANTING_SITES,Aller aux sites de plantation,63065313
GO_TO_PROFILE,Aller au profil,c8eef2e3
GO_TO_SEED_BANKS,Aller à la banque de semences,3b56bf2a
GO_TO_SPECIES,Aller aux espèces,a7f17ef4
GOOGLE_FOLDER_URL,URL du dossier Google,ac3ce35c
GOT_IT,Compris !,f797a865
GPS_COORDINATES,Coordonnées GPS,106ca85a
GPX_FILE,Fichier GPX,16b83a81
GRAMINOID,Graminoïde,3d34e325
GRAMS,Grammes,3ba23872
GREATER_THAN_FIFTY_PERCENT,> 50 %,78ecfce0
GROWTH_FORM,Forme de croissance,59ac71af
HAS_CHANGED,a changé,089c641e
HECTARES,Hectares,316902d7
HECTARES_PLANTED_CARD_TITLE,Quelle superficie de mon site a été marquée comme « Plantation terminée » ?,659f1f86
HECTARES_PLANTED_DESCRIPTION_1,Il s'agit de la superficie totale et du pourcentage du site qui ont été marqués comme « Plantation terminée ».,cfd7590f
HECTARES_PLANTED_DESCRIPTION_2,Vous pouvez marquer des sous-zones de votre site comme « Plantation terminée » dans la page Retraits.,ae89c6b2
HECTARES_PLANTED_DESCRIPTION_3_COMPLETE,"Actuellement, les {0} sous-zones sont toutes marquées comme telles.",4fbc0c13
HECTARES_PLANTED_DESCRIPTION_3_INCOMPLETE,"Actuellement, {0} sous-zones sur {1} sont marquées comme telles.",c1544b41
HECTARES_PLANTED_DESCRIPTION_4,"Pour les observations, nous n’attribuons que les parcelles de suivi dont nous savons qu’elles font partie de ces sous-zones.",f58d7260
HECTARES_PLANTED_DESCRIPTION_LINK,Aller aux retraits,91918733
HEIGHT_AT_MATURITY,Hauteur à maturité (cm),f8025719
HEIGHT_M,Hauteur (m),fe61fc34
HELP_SUPPORT,Aide et support,477f3e22
HERB,Herbe,3cfc4d9e
HERBACEOUS_ABUNDANCE_PERCENT,Abondance herbacée (%),d3693b6c
HERE,ici,fae8bfa6
HIGHEST,Le plus élevé,5c2f89d6
HIGHEST_AND_LOWEST_MORTALITY_RATE_CARD_TITLE,Quelles zones ont les taux de mortalité les plus élevés et les plus faibles ?,28ed8b46
HIGHEST_AND_LOWEST_MORTALITY_RATE_SPECIES_CARD_TITLE,Quelles espèces ont les taux de mortalité les plus élevés et les plus faibles ?,c53b3f03
HIGHLIGHTS,Points forts,a76b6c49
HISTORY,Historique,fe7205b3
HOME,Accueil,8e2553bd
HOW_MANY_PLANTS_CARD_TITLE,Combien de plants ai-je déclaré avoir plantés ?,7c516ee9
HOW_MANY_PLANTS_CARD_TITLE_W_OBS,Combien de plants se trouvent sur le site au {0} ?,639abe11
HOW_MANY_PLANTS_CARD_W_OBS_DESCRIPTION,Il s'agit de votre nombre total de plants basé sur la taille du site et la densité de plantation selon vos dernières observations.,c3a7cb81
HOW_MANY_PLANTS_CARD_W_OBS_DESCRIPTION_2,"Depuis cette date, vous avez déclaré avoir planté {0} plants. Cela représente {1}% de plus que votre nombre total de plants à la date de l'observation.",6337936a
HUBSPOT,HubSpot,94ba94f4
HUBSPOT_LINK,Lien HubSpot,93adbf60
I_AM_THE_ONLY_PERSON,Je suis la seule personne,7add78fd
ID,ID,0ba65e03
IGNORE,Ignorer,ca0de6b5
IMAGE_UPDATED,Image mise à jour,632f3512
IMAGES,Images,2041d3b6
IMPERIAL,Impérial,1be3a1b1
IMPERIAL_OZ_LB,"Impérial (oz, lb)",7f5017f5
IMPORT,Importer,a9507bb3
IMPORT_ACCESSIONS,Importer des accessions,ae4d7f4d
IMPORT_ACCESSIONS_ALT_TITLE,Vous disposez déjà d'une base de données d'accessions de semences ?,480e4727
IMPORT_ACCESSIONS_DESC,Parcourez ou faites glisser un fichier CSV contenant des accessions.,30da3e65
IMPORT_ACCESSIONS_WITH_TEMPLATE,Importer des accessions à l'aide de notre modèle CSV.,2d13eb95
IMPORT_INVENTORY,Importer l'inventaire,27cb63a6
IMPORT_INVENTORY_ALT_TITLE,Vous disposez déjà d'une base de données d'inventaire ?,b0237f6e
IMPORT_INVENTORY_DESC,Parcourez ou faites glisser un fichier CSV contenant les données d'inventaire.,e5c065c6
IMPORT_INVENTORY_DESCRIPTION,"Téléversez un fichier CSV avec les espèces, quantités et autres champs.",c267801a
IMPORT_INVENTORY_WITH_TEMPLATE,Importer l'inventaire à l'aide de notre modèle CSV.,b5bfa61f
IMPORT_SPECIES,Importer des espèces,4c1f21e7
IMPORT_SPECIES_DESCRIPTION,Téléversez un fichier CSV avec les noms scientifiques et d'autres champs optionnels.,72e111ee
IMPORT_SPECIES_LIST,Importer la liste des espèces,4214a1bc
IMPORT_SPECIES_LIST_DESC,Parcourez ou faites glisser un fichier CSV contenant les noms scientifiques et d'autres champs optionnels.,c4ed646b
IMPORTING_ACCESSIONS,Importation des accessions... cela peut prendre quelques minutes.,d72fdf5b
IMPORTING_DELIVERABLES,Importation des livrables... cela peut prendre quelques minutes.,c9a7be19
IMPORTING_INVENTORY,Importation de l’inventaire... cela peut prendre quelques minutes.,04bf0db3
IMPORTING_MODULES,Importation des modules... cela peut prendre quelques minutes.,6054fbaf
IMPORTING_SPECIES,Importation des espèces... cela peut prendre quelques minutes.,2de070fc
IN_PROGRESS,En cours,d5349fa1
IN_REVIEW,En révision,1acac124
IN_STORAGE,En stockage,e17c2135
INCLUDE_EMPTY_FIELDS,Inclure les champs vides,a4ba1236
INCOMPLETE,Incomplet,5f524fdf
INCORRECT_EMAIL_FORMAT,Format d’adresse e-mail incorrect.,19f1a8c9
INSTANCES,Instances,fcc19322
INSUFFICIENT_DATA,Données insuffisantes,8e59cf35
INTERMEDIATE,Intermédiaire,09764770
INTERMEDIATE_COOL_TEMPERATURE_SENSITIVE,Intermédiaire – Sensible aux basses températures,86d69e60
INTERMEDIATE_PARTIAL_DESICCATION_TOLERANT,Intermédiaire – Tolérance partielle à la dessiccation,55af1663
INTERMEDIATE_SHORT_LIVED,Intermédiaire – Vie courte,5b578af6
INTERNAL_COMMENTS,Commentaires internes,d0352e65
INTERNAL_INTERESTS,Intérêts internes,d07513bb
INVALID_DATE,Date invalide,4945dd0d
INVALID_EDITOR,Ce rapport est en cours de modification par un autre utilisateur,6c883a63
INVALID_VALUE,Valeur invalide,6efa77a5
INVASIVE,Envahissant,6d785c90
INVENTORY,Inventaire,001c6bdb
INVENTORY_IMPORT_COMPLETE,Importation des données d’inventaire terminée !,760bba82
INVENTORY_ONBOARDING_NURSERIES_MSG,Définissez les pépinières attribuées à l’inventaire des semis,393e62d3
INVENTORY_ONBOARDING_SPECIES_MSG,Définissez une liste d’espèces utilisées dans votre inventaire de semis,bafd0703
INVENTORY_PAGE_DESCRIPTION,Gérez votre inventaire.,9e99a759
INVESTMENT_COMMITTEE_VOTES,Votes du comité d’investissement,a7c64c6c
INVESTMENT_THESIS,Thèse d’investissement,3be036e8
INVITATION_PENDING,Invitation en attente,6b64d319
INVITE_FUNDER,Inviter un financeur,d885523f
INVITE_FUNDER_DESCRIPTION,Fournissez une adresse e-mail pour inviter un financeur au Portail des Financeurs sous cette entité de financement. Un e-mail d'invitation pour créer un compte sera envoyé à cette adresse. Le prénom et le nom seront fournis par le titulaire du compte.,306732c9
INVITED,Invité,d40f4749
ISSUE,Problème,5468a635
IUCN_CRITICALLY_ENDANGERED,En danger critique d'extinction (CR),424daaa8
IUCN_DATA_DEFICIENT,Données insuffisantes (DD),445f6cd0
IUCN_ENDANGERED,En danger (EN),ff13ec1f
IUCN_EXTINCT,Éteint (EX),93df7e9f
IUCN_EXTINCT_IN_THE_WILD,Éteint à l'état sauvage (EW),dd6c683e
IUCN_LEAST_CONCERN,Préoccupation mineure (LC),43800a63
IUCN_NEAR_THREATENED,Quasi menacé (NT),d270eb0c
IUCN_NOT_EVALUATED,Non évalué (NE),93c14c32
IUCN_VULNERABLE,Vulnérable (VU),ed5dcc89
JOIN,Rejoindre,43eb6054
JOIN_EVENT_NAME,Rejoindre {0},14c4bd8e
KEEP_ORIGINAL,Conserver l'original,21773616
KEY_BELONGS_TO_ANOTHER_SEED_BANK,La clé est associée à une autre banque de semences.,9e452973
KEY_LESSONS,Principales leçons retenues,24ee85f1
KEY_LESSONS_INSTRUCTIONS,"Fournissez les détails des principales leçons retenues pendant la période de rapport du projet, y compris les conséquences imprévues positives et négatives, le cas échéant. (Maximum une demi-page.)",e6cf7202
KEY_LESSONS_REQUIRED,Principales leçons retenues *,74a53101
KEY_WAS_NOT_RECOGNIZED,La clé n’a pas été reconnue.,2a7a14e4
KG,kg,152e8624
KG_KILOGRAMS,kg (kilogrammes),d64c7670
KILOGRAMS,Kilogrammes,a2ba1914
KNOWLEDGE_BASE,Base de connaissances,81690eb8
LAB,Laboratoire,251d5706
LAB_GERMINATION,Germination en laboratoire,ebeb9362
LAND_DATA,Données foncières,fd5158aa
LAND_USE_MODEL_TYPE,Type de modèle d’utilisation des terres,1b29eac7
LANDOWNER,Propriétaire foncier,85b55541
LANGUAGE,Langue,d8edd7b1
LANGUAGE_AND_REGION,Langue et région,36cf8094
LAST_EDITED,Dernière modification,df1e9e1d
LAST_EDITED_BY,Modifié par,0b49c0a8
LAST_MODIFIED_BY,Modifié par,ee9c449a
LAST_MODIFIED_ON,Modifié le,93d681f9
LAST_NAME,Nom de famille,84595f78
LAST_OBSERVATION,Dernière observation : {0},f2de6421
LAST_OBSERVED,Dernière observation,3dad61de
LAST_REPORT_PUBLISHED,Dernier rapport publié {0},41d410d0
LAST_REPORT_SUBMITTED,Dernier rapport soumis {0},13c96aef
LAST_UPDATED,Dernière mise à jour,9ea41799
LATEST_OBSERVATION,Observation la plus récente,52d53fd1
LATITUDE_LONGITUDE,"Latitude, Longitude",fb596189
LB,lb,7ca2fa65
LB_POUNDS,lb (livres),9e3b82a5
LEARN_MORE,En savoir plus,e2073ae7
LEARN_MORE_GROWTH_FORM_FERN,"Une plante vasculaire sans fleurs qui se reproduit par spores, appartenant à la division des Pteridophyta.",441ba60a
LEARN_MORE_GROWTH_FORM_FORB,"Une plante herbacée (non ligneuse) qui n'est PAS un graminoïde (graminée, carex ou jonc).",dd6645c1
LEARN_MORE_GROWTH_FORM_FUNGUS,"Habituellement un organisme eucaryote (non végétal) hétérotrophe (incapable de produire sa propre nourriture), qui croît sous forme de filaments (hyphes) et produit des spores.",7f123041
LEARN_MORE_GROWTH_FORM_GRAMINOID,"Une plante herbacée (non ligneuse) à morphologie similaire à celle des graminées, avec des chaumes allongés et de longues feuilles en forme de lame, appartenant à la famille des graminées, des carex ou des joncs.",13f0a9bd
LEARN_MORE_GROWTH_FORM_HERB,Une petite plante sans tige ligneuse dont toutes les parties aériennes meurent à la fin de chaque saison de croissance.,ba9cd5af
LEARN_MORE_GROWTH_FORM_LIANA,Une plante grimpante/liane à tiges ligneuses atteignant plus de 10 m de longueur.,fa66a819
LEARN_MORE_GROWTH_FORM_LICHEN,"Un ensemble symbiotique de champignon et d'algue, le champignon étant le partenaire dominant, ce qui donne sa forme de thalle et son corps fructifère.",e57ecf51
LEARN_MORE_GROWTH_FORM_MOSS,"Une plante sans vaisseaux et sans fleurs, formant généralement des touffes ou tapis verts denses, souvent dans des endroits humides ou ombragés.",03b3022b
LEARN_MORE_GROWTH_FORM_MULTIPLE_FORMS,Une plante pouvant se développer sous plusieurs formes.,82f44e29
LEARN_MORE_GROWTH_FORM_SHRUB,Une plante ligneuse plus petite qu'un arbre et possédant plusieurs tiges principales partant du sol ou proches de celui-ci.,45d3bbbd
LEARN_MORE_GROWTH_FORM_SHRUB_TREE,Une plante pouvant prendre la forme d'un arbuste ou d'un arbre.,e1c1613c
LEARN_MORE_GROWTH_FORM_SUBSHRUB,"Un sous-arbrisseau, généralement ligneux uniquement à la base.",8637bf0a
LEARN_MORE_GROWTH_FORM_TREE,"Une plante ligneuse vivace, généralement dotée d'une seule tige ou d'un tronc atteignant une hauteur considérable et portant des branches latérales à une certaine distance du sol.",49a0eed4
LEARN_MORE_GROWTH_FORM_VINE,"Toute plante à tiges longues, flexibles et grimpantes (terme souvent utilisé pour les grimpantes herbacées).",353cf9f4
LEARN_MORE_SEED_STORAGE_BEHAVIOR_INTERMEDIATE,"Les graines présentent un comportement intermédiaire entre les graines orthodoxes et récalcitrantes ; elles peuvent tolérer une dessiccation partielle, supporter des températures fraîches mais non glaciales, ou être de courte durée de vie, quel que soit le mode de stockage.",77cec9fc
LEARN_MORE_SEED_STORAGE_BEHAVIOR_LIKELY,"Les preuves scientifiques suggèrent ce comportement de stockage des graines, mais des recherches supplémentaires sont nécessaires pour le confirmer.",dffd0fda
LEARN_MORE_SEED_STORAGE_BEHAVIOR_ORTHODOX,Les graines tolèrent les niveaux de dessiccation requis pour un stockage congelé (5 à 8 % d’humidité) et des températures de -20°C ou moins.,3085fe7d
LEARN_MORE_SEED_STORAGE_BEHAVIOR_RECALCITRANT,Les graines ne tolèrent pas les niveaux de dessiccation requis pour la conservation ex situ (hors site).,1363ae6a
LEARN_MORE_STRATA,En savoir plus sur la stratification du site ici,ba9a7d77
LEAVE_AND_SAVE,Quitter et enregistrer,900e4d74
LEAVE_ORGANIZATION,Quitter l’organisation,ce40fab6
LEGAL,Mentions légales,dc8b5907
LEGEND,Légende,d312e5fb
LESS_THAN_TWENTY_FIVE_PERCENT,< 25 %,c95f4f44
LIANA,Liane,812e082e
LICHEN,Lichen,4f8de0bf
LIGHT,Lumière,2bf7f442
LIKELY_INTERMEDIATE,Probablement intermédiaire,3dfbb044
LIKELY_INTERMEDIATE_COOL_TEMPERATURE_SENSITIVE,Probablement intermédiaire – Sensible aux basses températures,a26422ae
LIKELY_INTERMEDIATE_PARTIAL_DESICCATION_TOLERANT,Probablement intermédiaire - Tolérance partielle à la dessiccation,6ccf052e
LIKELY_INTERMEDIATE_SHORT_LIVED,Probablement intermédiaire - Vie courte,e4a3ab22
LIKELY_ORTHODOX,Probablement orthodoxe,ba5566d5
LIKELY_RECALCITRANT,Probablement récalcitrant,46d96515
LIMIT_OBSERVATION_LABEL,Limiter l’observation aux sous-zones sélectionnées,c2880ffb
LINK,Lien,ec1ef684
LINK_TO_PLOT_OBSERVATION_DETAILS,Lien vers les détails de l’observation de la parcelle,413c1f2b
LIST,Liste,f7fa295c
LIST_SEPARATOR,",",c73ac74d
LIST_SEPARATOR_SECONDARY,;,6d48e7db
LIVE,En direct,81bb797e
LIVE_DEAD_PLANTS_PER_SPECIES_CARD_TITLE,Combien de plantes vivantes et mortes y a-t-il par espèce ?,51327706
LIVE_PLANTS,Plantes vivantes,0124ea18
LIVE_PLANTS_OBSERVED,Plantes vivantes observées,08f1dd26
LIVE_SESSION,Session en direct,baf6b246
LIVE_SESSIONS,Sessions en direct,4576d6c6
LOADING,Chargement...,ccd47f3b
LOCAL_USES_KNOWN,Usages locaux connus,02a9f5ec
LOCAL_USES_KNOWN_TOOLTIP,"Indiquez les usages traditionnels, culturels, sociaux ou économiques/importants de l'espèce dans votre région.",e0632287
LOCATION,Emplacement,460d693d
LOCATION_REQUIRED,Emplacement *,5ff47eb0
LOCATIONS,Emplacements,dab7bb42
LOCKED,Verrouillé,70941ed5
LOG_FRAME_AND_ME_PLAN_URL,URL du cadre logique et du plan de suivi et évaluation,5bc48a88
LOG_OUT,Se déconnecter,48c18649
LONG_TERM_PERMANENT,Long terme/Permanent,566657d6
LOSS_RATE,Taux de perte,544aa2af
LOWEST,Le plus bas,b651e8a7
MANAGED_LOCATION_TYPE_NURSERY,Pépinière,2a9dbfec
MANAGED_LOCATION_TYPE_PLANTING_SITE,Site de plantation,ee55d884
MANAGED_LOCATION_TYPE_SEED_BANK,Banque de semences/Collecte de semences,d096b836
MANAGER,Gestionnaire,2a5c30fb
MANAGER_INFO,"Un gestionnaire peut effectuer les actions ci-dessus ainsi qu’éditer les données des semences et gérer les retraits de plantation, les sites de plantation et les espèces.",e1e6cc47
MANGROVE,Mangrove,e9e0158a
MANGROVES,Mangroves,3511a098
MAP,Carte,cc1fa56d
MAP_EDITOR_DRAWING_ADDITIONAL_FEATURE,"Ajoutez des points à votre nouvelle limite en cliquant sur la carte. Pour terminer le dessin, complétez la limite en double-cliquant ou en cliquant à nouveau sur le point de départ. La limite d’origine sera remplacée par la nouvelle une fois le dessin terminé.",f0147ecb
MAP_EDITOR_DRAWING_FIRST_FEATURE,"Ajoutez des points à votre limite en zoomant sur l’emplacement de votre site de plantation, puis en cliquant sur la carte. Pour terminer le dessin, complétez la limite en double-cliquant ou en cliquant à nouveau sur le point de départ.",0460b30f
MAP_EDITOR_EDITING_FEATURE,"Cliquez et faites glisser un coin de la limite pour ajuster sa position. Cliquez sur le point médian entre deux coins pour en ajouter un autre. Pour supprimer un coin, cliquez dessus puis sur le bouton {trash}. Lorsque vous avez terminé, cliquez en dehors de la limite.",ffcb3d25
MAP_EDITOR_NO_FEATURES,"Commencez à dessiner la limite de votre site de plantation. Lorsque vous avez terminé, cliquez sur le point de départ ou double-cliquez pour compléter la limite.",c31452de
MAP_EDITOR_NO_SELECTION,"Cliquez sur la limite de votre site de plantation si vous souhaitez ajuster sa position ou sa forme. Pour remplacer la limite par une nouvelle, cliquez sur le bouton {polygon}.",a09f5bd4
MAP_EDITOR_SELECTED_FEATURE,"Maintenez le bouton de la souris enfoncé et faites glisser la limite pour ajuster sa position. Pour commencer à ajuster sa forme, cliquez à nouveau dessus. Pour la supprimer, cliquez sur le bouton {trash}.",5998ed85
MARK_ALL_AS_READ,Tout marquer comme lu,aad72628
MARK_AS_COMPLETE,Marquer comme terminé,63a2256e
MARK_AS_INCOMPLETE,Marquer comme incomplet,3baf97ae
MARK_AS_READ,Marquer comme lu,d91d4c14
MARK_AS_SUBMITTED,Marquer comme soumis,b7f9a33e
MARK_AS_SUBMITTED_UNDO,Annuler le marquage comme soumis,4ad82823
MARK_AS_UNREAD,Marquer comme non lu,e4cb0534
