key_name,en,comment
EDIT_VIABILITY,Edit Viability,
EDIT_VIABILITY_TEST,Edit Viability Test,
EDIT_VOTES,Edit Votes,
EDITABLE_TABLE_ADD_ROW,Add Row,
EDITABLE_TABLE_ADD_TABLE,Add Table,
EDITABLE_TABLE_REMOVE_TABLE,Remove Table,
EDITED_BY,Edited By,
EDITING_SPECIES_DATA_FOR_ORGANIZATION,Editing Species Data for {0},
EDITING_SPECIES_DATA_FOR_ORGANIZATION_WARNING,You are editing species data for {0}. Any changes you make here will be reflected in their database immediately.,
EMAIL,Email,
EMAIL_ALREADY_EXISTS,This email already exists.,
EMAIL_REQUIRED,Email *,
EMAIL_REQUIREMENT_TERRAFORMATION,Email address must include @terraformation.com,
EMPTY_BATCH,Empty Batch,
EMPTY_BATCHES_AFTER_WITHDRAW,"One or more batches are now empty and will not appear in the batch tables. To see empty batches, click on the table filter and check ""Show Empty Batches.""",
END,End,
END_DATE,End Date,
END_DRYING_REMINDER,End-Drying Reminder,
END_DRYING_REMINDER_OFF,End-drying Reminder Off,
ENDANGERED,Endangered,
ENTER_LOCATION,Enter Location,
ENTER_SIX_DIGIT_KEY,Enter 6-digit key,
ENTER_SUBSET_WEIGHT_AND_COUNT,"Enter Subset Weight and Count ratio to determine approximate seed count when withdrawing by weight from a count quantity. (Conversely, the ratio will determine approximate remaining quantity when withdrawing by count from a weight quantity.) These fields are useful when counting tiny seeds is not practical and only required if you intend to withdraw from this accession to a nursery.",
ENTRIES,Entries,
ERROR, Error,
ERROR_BATCH_SEED_COUNT,Transfers must include at least 1 seed,
ERROR_CREATE_APPLICATION,Unable to create new application,
ERROR_CREATE_PROJECT,Unable to create new project,
ERROR_LOAD_SPECIES,Unable to load species for the organization,
ERROR_LOAD_SUB_LOCATIONS,Unable to load sub locations for facility,
ERROR_PROJECT_NAME_CONFLICT,This project name is already in use in the organization.,
ERROR_PROJECT_SELECT,This project is not eligible to be selected.,
ERROR_SUPPORT_NOTIFIED,An error occurred: Our support team has been notified and is working on fixing the issue.,
EST_READY_DATE,Est. Ready Date,
EST_TOTAL_PLANTS_PLANTING_DENSITY_AREA,Est. Total Plants (Planting Density × Area), Estimated Total Plants
ESTIMATED_READY_DATE,Estimated Ready Date,
EVENT,Event,
EVENT_CALL_DESCRIPTION_1,"Clicking ""{0}"" will open up a browser window to join a Google Meet video call.",
EVENT_CALL_DESCRIPTION_2,For this {0} you will need:,{0} is an event type such as Workshop
EVENT_CALL_REQUIREMENTS_INTERNET,An internet connection on your device - broadband wired or wireless (3G or 4G/LTE),
EVENT_CALL_REQUIREMENTS_SPEAKERS_MIC,"Speakers and a microphone – built-in, USB plug-in, or wireless Bluetooth",
EVENT_CALL_REQUIREMENTS_WEBCAM,"A webcam or HD webcam - built-in, USB plug-in",
EVENT_DETAILS,Event Details,
EVENT_NAME_RECORDING,{0} Recording,
EVENT_NAME_SLIDES,{0} Slides,
EVENT_RECORDED_SESSION_DESCRIPTION_1,"Watch this Recorded Session at any time. You can watch the session more than once, as needed.",
EVENT_RECORDED_SESSION_REQUIREMENTS_SPEAKERS,"Speakers or headset - built-in, USB plug-in, or wireless Bluetooth",
EXCLUSION_AREAS,Exclusion Areas,
EXISTING_PROJECT_ACCESSIONS_BODY,"There are accessions that have already been added to an existing project. If you select those accessions here, you will replace the project with {0} (rather than create an additional association).",
EXISTING_PROJECT_ACCESSIONS_TITLE,Existing Project with Accessions,
EXISTING_PROJECT_BATCHES_BODY,"There are batches that have already been added to an existing project. If you select those batches here, you will replace the project with {0} (rather than create an additional association).",
EXISTING_PROJECT_BATCHES_TITLE,Existing Project with Batches,
EXISTING_PROJECT_PLANTING_SITES_BODY,"There are planting sites that have already been added to an existing project. If you select those planting sites here, you will replace the project with {0} (rather than create an additional association).",
EXISTING_PROJECT_PLANTING_SITES_TITLE,Existing Project with Planting Sites,
EXISTING_SPECIES_MSG,“{0}” is already in your species list.,
EXIT_APPLICATION,Exit Application,
EXPANSION_POTENTIAL,Expansion Potential,
EXPERIENCE_AND_UNDERSTANDING,Experience and Understanding,
EXPORT,Export,
EXPORT_RECORDS,Export Records,
FACILITY,Facility,
FACILITY_BUILD_COMPLETION_DATE,Build Completion Date,
FACILITY_BUILD_COMPLETION_DATE_INVALID,Must be between build start and operation start dates.,
FACILITY_BUILD_COMPLETION_DATE_REQUIRED,Build Completion Date *,
FACILITY_BUILD_START_DATE,Build Start Date,
FACILITY_BUILD_START_DATE_INVALID,Must be on or before build completed date and operation start dates.,
FACILITY_BUILD_START_DATE_REQUIRED,Build Start Date *,
FACILITY_OPERATION_START_DATE,Operation Start Date,
FACILITY_OPERATION_START_DATE_INVALID,Must be on or after build start and build completed dates.,
FACILITY_OPERATION_START_DATE_REQUIRED,Operation Start Date *,
FAILED_PRESCREEN,Failed Pre-screen,
FAILURE_RISK,Failure Risk,
FAMILY,Family,
FEATURE_AVAILABLE_ON_DESKTOP,This feature is only available from the desktop application.,
FEATURE_REQUEST,Feature Request,
FEATURE_REQUEST_DESCRIPTION,Let us know about ideas you have for new capabilities in Terraware.,
FEATURE_REQUEST_INSTRUCTIONS,Provide details about a new feature or modifications to an existing feature. (What use cases or problems will the new feature or changes address?),
FEEDBACK,Feedback,
FERN,Fern,
FIELD_NOTES,Field Notes,
FILE_NAME,File Name,
FILE_NAMING,File Naming,Describes a piece of text that is used when naming new files; this isn't just the name of a particular file.
FILE_SELECTED,File Selected,
FILL_OUT_ALL_FIELDS,Please fill out all required fields.,
FILTER,Filter,
FILTER_BY_PROJECT,Filter by Project,
FILTER_SHOW_EMPTY_BATCHES,Show Empty Batches,
FILTERS,Filters,
FINAL_QTY,Final Qty,
FINANCE,Finance,
FINANCIAL_VIABILITY,Financial Viability,
FIRST_ADD_PLANTING_SITE,"To view the dashboard, you first need to add a planting site.",
FIRST_NAME,First Name,
FIX_HIGHLIGHTED_FIELDS,Fix the highlighted fields below.,
FOOTNOTE_WAIT_FOR_INVITATION_1,Not interested in creating your own organization or expecting an invitation?,
FOOTNOTE_WAIT_FOR_INVITATION_2,Don’t worry. You’ll receive an email when your admin adds you to the organization.,
FOR_A_FULL_OVERVIEW,"For a full overview of all of our software, visit the [Software Page] on our website.",
FOR_LAB_AND_NURSERY_GERMINATION,For Lab and Nursery Germination,
FOR_LAB_GERMINATION,For Lab Germination,
FOR_NURSERY_GERMINATION,For Nursery Germination,
FORB,Forb,
FORESTRY,Forestry,
FREEZER,Freezer,
FREEZER_1,Freezer 1,
FREEZER_2,Freezer 2,
FREEZER_3,Freezer 3,
FRESH,Fresh,
FRIDGE,Fridge,
FROM,From,
FROM_NURSERY,From: Nursery,
FROM_NURSERY_REQUIRED,From: Nursery *,
FROM_SUBZONE,From: Subzone,
FRONT_OF_SEED_BANK,Front of Seed Bank,
FUNGUS,Fungus,
G,g,
G_GRAMS,g (grams),
GENERAL,General,
GENERIC_ERROR,An error occurred,
GENUS,Genus,
GEOLOCATIONS,Geolocations,
GERMINATED,Germinated,
GERMINATING,Germinating,
GERMINATING_QUANTITY,Germinating Quantity,
GERMINATING_QUANTITY_CANNOT_BE_LESS_THAN_ZERO,Germinating quantity cannot be less than 0,
GERMINATING_QUANTITY_REMAINING,Germinating Quantity ({0} remaining),
GERMINATING_QUANTITY_REQUIRED,Germinating Quantity *,
GERMINATION_QUANTITY_AFTER,Germination Quantity (After),
GERMINATION_QUANTITY_BEFORE,Germination Quantity (Before),
GERMINATION_RATE,Germination Rate,
GET_STARTED,Get Started,
GIS,GIS,
GLOBAL_ROLE_ACCELERATOR_ADMIN,Accelerator Admin,
GLOBAL_ROLE_READ_ONLY,Read Only,
GLOBAL_ROLE_SUPER_ADMIN,Super-Admin,
GLOBAL_ROLE_TF_EXPERT,TF Expert,
GO_TO,Go to {0},
GO_TO_DASHBOARD,Go to Dashboard,
GO_TO_NURSERIES,Go to Nurseries,
GO_TO_PLANTING_SITES,Go to Planting Sites,
GO_TO_PROFILE,Go to Profile,
GO_TO_SEED_BANKS,Go to Seed Banks,
GO_TO_SPECIES,Go to Species,
GOT_IT,Got It!,
GPS_COORDINATES,GPS Coordinates,
GRAMINOID,Graminoid,
GRAMS,Grams,
GREATER_THAN_FIFTY_PERCENT,> 50%,
GROWTH_FORM,Growth Form,
HECTARES,Hectares,
HECTARES_PLANTED_CARD_TITLE,"How much of my site has been marked as ""Planting Complete""?",
HECTARES_PLANTED_DESCRIPTION_1,"This is the total area and percentage of the site that has been marked as ""Planting Complete"".",
HECTARES_PLANTED_DESCRIPTION_2,"You can mark subzones within your site as ""Planting Complete"" under the Withdrawals page.",
HECTARES_PLANTED_DESCRIPTION_3_COMPLETE,"Currently, all {0} subzones are marked as such.","Example: Currently, all 12 subzones are marked as such."
HECTARES_PLANTED_DESCRIPTION_3_INCOMPLETE,"Currently, {0} out of {1} subzones are marked as such.","Example: Currently, 2 out of 12 subzones are marked as such."
HECTARES_PLANTED_DESCRIPTION_4,"For observations, we only assign monitoring plots that we know are a part of these subzones.",
HECTARES_PLANTED_DESCRIPTION_LINK,Go to Withdrawals,
HEIGHT_AT_MATURITY,Height at Maturity (cm),
HELP_SUPPORT,Help & Support,
HERB,Herb,A growth form of a plant
HIGHEST,Highest,
HIGHEST_AND_LOWEST_MORTALITY_RATE_CARD_TITLE,Which zones have the highest and lowest mortality rates?,
HIGHEST_AND_LOWEST_MORTALITY_RATE_SPECIES_CARD_TITLE,Which species have the highest and lowest mortality rates?,
HISTORY,History,
HOME,Home,
HOW_MANY_PLANTS_CARD_TITLE,How many plants have I reported planting?,
HOW_MANY_PLANTS_CARD_TITLE_W_OBS,How many plants are on the site as of {0}?,
HOW_MANY_PLANTS_CARD_W_OBS_DESCRIPTION,This is your total number of plants based on the site size and planting density from your latest observations.,
HOW_MANY_PLANTS_CARD_W_OBS_DESCRIPTION_2,"Since then, you have reported planting {0} plants. This is {1}% greater than your total number of plants as of the observation date.",
HUBSPOT_LINK,HubSpot Link,
ID,ID,
IGNORE,Ignore,
IMAGES,Images,
IMPERIAL,Imperial,
IMPERIAL_OZ_LB,"Imperial (oz, lb)",
IMPORT,Import,
IMPORT_ACCESSIONS,Import Accessions,
IMPORT_ACCESSIONS_ALT_TITLE,Already have a seed accession database?,
IMPORT_ACCESSIONS_DESC,Browse or drag and drop a CSV with accessions.,
IMPORT_ACCESSIONS_WITH_TEMPLATE,Import accessions using our CSV template.,
IMPORT_INVENTORY,Import Inventory,
IMPORT_INVENTORY_ALT_TITLE,Already have an inventory database?,
IMPORT_INVENTORY_DESC,Browse or drag and drop a CSV with inventory data.,
IMPORT_INVENTORY_DESCRIPTION,"Upload a CSV with species, quantities, and other fields.",
IMPORT_INVENTORY_WITH_TEMPLATE,Import inventory using our CSV template.,
IMPORT_SPECIES,Import Species,
IMPORT_SPECIES_DESCRIPTION,Upload a CSV with scientific names and other optional fields.,
IMPORT_SPECIES_LIST,Import Species List,
IMPORT_SPECIES_LIST_DESC,Browse or drag and drop a CSV with scientific names and other optional fields.,
IMPORTING_ACCESSIONS,Importing accessions... this may take a few minutes.,
IMPORTING_INVENTORY,Importing inventory...this may take a few minutes.,
IMPORTING_SPECIES,Importing species...this may take a few minutes.,
IN_PROGRESS,In Progress,
IN_REVIEW,In Review,
IN_STORAGE,In Storage,
INCLUDE_EMPTY_FIELDS,Include empty fields,
INCOMPLETE,Incomplete,
INCORRECT_EMAIL_FORMAT,Incorrect email format.,
INSTANCES,Instances,
INTERMEDIATE,Intermediate,
INTERMEDIATE_COOL_TEMPERATURE_SENSITIVE,Intermediate - Cool Temperature Sensitive,
INTERMEDIATE_PARTIAL_DESICCATION_TOLERANT,Intermediate - Partial Desiccation Tolerant,
INTERMEDIATE_SHORT_LIVED,Intermediate - Short Lived,
INTERNAL_COMMENTS,Internal Comments,
INVALID_DATE,Invalid date,
INVALID_EDITOR,This report is being edited by another user,
INVALID_VALUE,Invalid Value,
INVENTORY,Inventory,
INVENTORY_IMPORT_COMPLETE,Inventory data import complete!,
INVENTORY_ONBOARDING_NURSERIES_MSG,Define nurseries assigned to seedlings inventory,
INVENTORY_ONBOARDING_SPECIES_MSG,Define a list of species used in your seedlings inventory,
INVESTMENT_COMMITTEE_VOTES,Investment Committee Votes,
INVESTMENT_THESIS,Investment Thesis,
ISSUE,Issue,
IUCN_CRITICALLY_ENDANGERED,Critically Endangered (CR),IUCN conservation category. Keep the two-letter code as is; only translate the description.
IUCN_DATA_DEFICIENT,Data Deficient (DD),IUCN conservation category. Keep the two-letter code as is; only translate the description.
IUCN_ENDANGERED,Endangered (EN),IUCN conservation category. Keep the two-letter code as is; only translate the description.
IUCN_EXTINCT,Extinct (EX),IUCN conservation category. Keep the two-letter code as is; only translate the description.
IUCN_EXTINCT_IN_THE_WILD,Extinct in the Wild (EW),IUCN conservation category. Keep the two-letter code as is; only translate the description.
IUCN_LEAST_CONCERN,Least Concern (LC),IUCN conservation category. Keep the two-letter code as is; only translate the description.
IUCN_NEAR_THREATENED,Near Threatened (NT),IUCN conservation category. Keep the two-letter code as is; only translate the description.
IUCN_NOT_EVALUATED,Not Evaluated (NE),IUCN conservation category. Keep the two-letter code as is; only translate the description.
IUCN_VULNERABLE,Vulnerable (VU),IUCN conservation category. Keep the two-letter code as is; only translate the description.
JOIN,Join,
JOIN_EVENT_NAME,Join {0},
KEEP_ORIGINAL,Keep Original,
KEY_BELONGS_TO_ANOTHER_SEED_BANK,Key is associated with another seed bank.,
KEY_LESSONS,Key Lessons Learned,
KEY_LESSONS_INSTRUCTIONS,"Provide details of key lessons learned during the project reporting period, including both positive and negative unintended consequences if applicable. (One-half page maximum.)",
KEY_LESSONS_REQUIRED,Key Lessons Learned *,
KEY_WAS_NOT_RECOGNIZED,Key was not recognized.,
KG,kg,
KG_KILOGRAMS,kg (kilograms),
KILOGRAMS,Kilograms,
KNOWLEDGE_BASE,Knowledge Base,
LAB,Lab,
LAB_GERMINATION,Lab Germination,
LAND_USE_MODEL_TYPE,Land Use Model Type,
LANDOWNER,Landowner,
LANGUAGE,Language,
LANGUAGE_AND_REGION,Language and Region,
LAST_EDITED,Last Edited,
LAST_EDITED_BY,Last Edited By,
LAST_MODIFIED_BY,Last modified by,
LAST_MODIFIED_ON,Last modified on,
LAST_NAME,Last Name,
LAST_OBSERVED,Last Observed,
LAST_UPDATED,Last Updated,
LATITUDE_LONGITUDE,"Latitude, Longitude",
LB,lb,
LB_POUNDS,lb (pounds),
LEARN_MORE,Learn more,
LEARN_MORE_GROWTH_FORM_FERN,"A non-flowering vascular plant that reproduces by spores, in the plant division Pteridophyta.",
LEARN_MORE_GROWTH_FORM_FORB,"A herbaceous (non-woody) plant that is NOT a graminoid (grass, sedge, or rush).",
LEARN_MORE_GROWTH_FORM_FUNGUS,"Usually a eukaryotic organism (non-plant) that is heterotrophic (cannot produce its own food), grows in filaments (hyphae), and produces spores.",
LEARN_MORE_GROWTH_FORM_GRAMINOID,"A herbaceous (non-woody) plant with a grass-like morphology, that is elongated culms with long, blade-like leaves, in the grass, sedge, or rush family.",
LEARN_MORE_GROWTH_FORM_HERB,A small plant without a woody stem whose aerial parts all die back at the end of each growing season.,
LEARN_MORE_GROWTH_FORM_LIANA,A vine/climbing plant with woody stems reaching >10m length.,
LEARN_MORE_GROWTH_FORM_LICHEN,"A symbiotic cluster of fungus and alga, fungus being the dominant partner, lending to its thallus shape and fruiting body.",
LEARN_MORE_GROWTH_FORM_MOSS,"A non-vascular flowerless plant typically formed as dense green clumps or mats, often in damp or shady locations.",
LEARN_MORE_GROWTH_FORM_MULTIPLE_FORMS,A plant that can grow in more than one form.,
LEARN_MORE_GROWTH_FORM_SHRUB,A woody plant which is smaller than a tree and has several main stems arising at or near the ground.,
LEARN_MORE_GROWTH_FORM_SHRUB_TREE,A plant that can be in the form of either a shrub or a tree.,
LEARN_MORE_GROWTH_FORM_SUBSHRUB,"A dwarf shrub, usually only woody at its base.",
LEARN_MORE_GROWTH_FORM_TREE,"A woody perennial plant, typically having a single stem or trunk growing to a considerable height and bearing lateral branches at some distance from the ground.",
LEARN_MORE_GROWTH_FORM_VINE,"Any plant with long, flexible, climbing stems (term often used for herbaceous climbers)",
LEARN_MORE_SEED_STORAGE_BEHAVIOR_INTERMEDIATE,"Seeds are between orthodox and recalcitrant seeds in their behavior; may include tolerating partial desiccation, tolerating cool but not freezing temperatures, or being short-lived regardless of storage conditions.",
LEARN_MORE_SEED_STORAGE_BEHAVIOR_LIKELY,"Scientific evidence suggests this seed storage behavior, but further research is needed to confirm.",
LEARN_MORE_SEED_STORAGE_BEHAVIOR_ORTHODOX,Seeds tolerate levels of desiccation required for frozen storage (5-8% moisture content) and temperatures of -20°C or lower.,
LEARN_MORE_SEED_STORAGE_BEHAVIOR_RECALCITRANT,Seeds do not tolerate levels of desiccation required for ex situ (off-site) conservation.,
LEARN_MORE_STRATA,Learn more about site stratification here,
LEAVE_AND_SAVE,Leave and Save,
LEAVE_ORGANIZATION,Leave Organization,
LEGAL,Legal,
LESS_THAN_TWENTY_FIVE_PERCENT,< 25%,
LIANA,Liana,A type of plant.
LICHEN,Lichen,
LIGHT,Light,
LIKELY_INTERMEDIATE,Likely Intermediate,Option to indicate that a species' seed storage behavior has not been scientifically confirmed but is believed to be Intermediate.
LIKELY_ORTHODOX,Likely Orthodox,Option to indicate that a species' seed storage behavior has not been scientifically confirmed but is believed to be Orthodox.
LIKELY_RECALCITRANT,Likely Recalcitrant,Option to indicate that a species' seed storage behavior has not been scientifically confirmed but is believed to be Recalcitrant.
LIMIT_OBSERVATION_LABEL,Limit observation to selected subzones,
LINK,Link,
LIST,List,
LIVE,Live,
LIVE_DEAD_PLANTS_PER_SPECIES_CARD_TITLE,How many live and dead plants are there per species?,
LIVE_PLANTS,Live Plants,
LIVE_PLANTS_OBSERVED,Live Plants Observed,
LIVE_SESSION,Live Session,
LOADING,Loading...,
LOCAL_USES_KNOWN,Local Uses Known,
LOCAL_USES_KNOWN_TOOLTIP,"List any important traditional, cultural, social, economic/livelihood uses of the species in your region.",
LOCATION,Location,
LOCATION_REQUIRED,Location *,
LOCATIONS,Locations,
LOCKED,Locked,
LOG_OUT,Log Out,
LONG_TERM_PERMANENT,Long-Term/Permanent,
LOSS_RATE,Loss Rate,
LOWEST,Lowest,
MANAGED_LOCATION_TYPE_NURSERY,Nursery,
MANAGED_LOCATION_TYPE_PLANTING_SITE,Planting Site,
MANAGED_LOCATION_TYPE_SEED_BANK,Seed Bank/Seed Collection,
MANAGER,Manager,
MANAGER_INFO,"A manager can do the above as well as edit data entries for seeds and manage planting withdrawals, planting sites and species.",
MANGROVE,Mangrove,
MANGROVES,Mangroves,
MAP,Map,
MAP_EDITOR_DRAWING_ADDITIONAL_FEATURE,"Add points to your new boundary by clicking on the map. To finish drawing, complete the boundary by either double-clicking or by clicking on the starting point again. The original boundary will be replaced by the new one when you finish drawing.",
MAP_EDITOR_DRAWING_FIRST_FEATURE,"Add points to your boundary by zooming in to where your planting site is, and then clicking on the map. To finish drawing, complete the boundary by either double-clicking or by clicking on the starting point again.",
MAP_EDITOR_EDITING_FEATURE,"Click and drag a corner of the boundary to adjust its position. Click the midpoint between two corners to add another one. To remove a corner, click on it and then click the {trash} button. When finished, click outside the boundary.",
MAP_EDITOR_NO_FEATURES,"Start drawing the boundary of your planting site. When finished, click on the starting point or double-click to complete the boundary.",
MAP_EDITOR_NO_SELECTION,"Click on your planting site's boundary if you want to adjust its position or its shape. To replace the boundary with a new one, click the {polygon} button.",{polygon} will be replaced with a symbol.
MAP_EDITOR_SELECTED_FEATURE,"Hold the mouse button down and drag the boundary to adjust its position. To start adjusting its shape, click on it again. To remove it, click the {trash} button.",{trash} will be replaced with a symbol.
MARK_ALL_AS_READ,Mark All As Read,
MARK_AS_COMPLETE,Mark as Complete,
MARK_AS_INCOMPLETE,Mark as Incomplete,
MARK_AS_READ,Mark As Read,
MARK_AS_SUBMITTED,Mark as Submitted,
MARK_AS_SUBMITTED_UNDO,Undo Mark as Submitted,
MARK_AS_UNREAD,Mark As Unread,
MARKED_AS_PLANTING_COMPLETE,Marked as Planting Complete (%),
MAX,Max,
MAXIMUM_CARBON_ACCUMULATION,Maximum Carbon Accumulation (CO2/ha/yr),
MEDIA,Media,
MEDIA_MIX,Media Mix,
METHODOLOGY,Methodology,
METRIC,Metric,
METRIC_G_KG_MG,"Metric (g, kg, mg)",
MG,mg,
MG_MILLIGRAMS,mg (milligrams),
MIDDLE_OF_SEED_BANK,Middle of Seed Bank,
MILLIGRAMS,Milligrams,
MIN,Min,
MIN_MAX_CARBON_ACCUMULATION,Min/Max Carbon Accumulation (CO2/ha/yr),
MINIMUM_CARBON_ACCUMULATION,Minimum Carbon Accumulation (CO2/ha/yr),
MISSING_SUBSET_WEIGHT_ERROR_COUNT,You must enter a subset weight in order to withdraw by count,
MISSING_SUBSET_WEIGHT_ERROR_NURSERY,You must enter in a subset weight in order to withdraw to a nursery. This can be done by editing the quantity of this accession.,
MISSING_SUBSET_WEIGHT_ERROR_VIABILITY_TEST,You must enter in a subset weight in order to create a viability test. This can be done by editing the quantity of this accession.,
MODULE,Module,
MODULE_CONTENT,Module Content,
MODULES,Modules,
MONITORING,Monitoring,
MONITORING_CARD_DESCRIPTION,Add seed banks to your organization and then monitor things like temperature and humidity through their sensor kits.,
MONITORING_DATE_FORMAT,MMM d h:mma,
MONITORING_LABEL_HUMIDITY,Humidity,
MONITORING_LABEL_HUMIDITY_THRESHOLDS,Humidity Thresholds,
MONITORING_LABEL_STATE_OF_CHARGE,State of Charge,
MONITORING_LABEL_SYSTEM_POWER,System Power,
MONITORING_LABEL_TEMPERATURE,Temperature,
MONITORING_LABEL_TEMPERATURE_THRESHOLDS,Temperature Thresholds,
MONITORING_PLOT,Monitoring Plot,
MONITORING_PLOT_TYPE,Monitoring Plot Type,
MONITORING_PLOTS,Monitoring Plots,
MONOCULTURE,Monoculture,
MONTH_01,January,
MONTH_02,February,
MONTH_03,March,
MONTH_04,April,
MONTH_05,May,
MONTH_06,June,
MONTH_07,July,
MONTH_08,August,
MONTH_09,September,
MONTH_10,October,
MONTH_11,November,
MONTH_12,December,
MORE_INFO,More Info,
MORE_OPTIONS,More Options,
MORTALITY_RATE,Mortality Rate,
MORTALITY_RATE_CARD_TITLE,What is my plant mortality rate as of {0}?,
MORTALITY_RATE_CLARIFICATION,This is the total percentage of your plantings that have died across all species and zones, calculated from your latest observations.
MORTALITY_RATE_IN_FIELD,Mortality Rate in Field (%),
MORTALITY_RATE_IN_FIELD_REQUIRED,Mortality Rate in Field (%) *,
MORTALITY_RATE_PER_SPECIES,Mortality Rate per Species,
MORTALITY_RATE_PERCENT,Mortality Rate (%),
MORTALITY_RATE_PERCENT_REQUIRED,Mortality Rate (%) *,
MOSS,Moss,
MOST_RECENT_OBSERVATION,Most Recent Observation,
MOVE,Move,
MULTIPLE_FORMS,Multiple Forms,"Describes a plant that can grow in more than one form, e.g., both a shrub and a forb."
MY_ACCOUNT,My Account,
MY_ACCOUNT_COOKIES_DESC,"For more information on how we use cookies to improve the performance of Terraware, please see our cookie policy.",
MY_ACCOUNT_DESC,Manage your account information.,
MY_ACCOUNT_NOTIFICATIONS_DESC,Notifications alert you when there are important updates about your organizations. You will receive them through email.,
NAME,Name,
NAME_REQUIRED,Name *,
NAME_UNKNOWN,(name unknown),
NATIVE,Native,
NATIVE_ECOSYSTEM,Native Ecosystem,
NATIVE_ECOSYSTEM_TOOLTIP,"List the ecosystem type where this species is found naturally, may include details such as elevation range, rainfall, etc",
NATIVE_FOREST,Native Forest,
NATIVE_NON_NATIVE,Native/Non-Native,
NEEDS_TRANSLATION,Needs Translation,
NEW,New,
NEW_ACCESSION,Add Accession,
NEW_APP_VERSION,Please refresh to use the latest version of Terraware.,
NEW_APP_VERSION_MOBILE,Refresh for the latest Terraware version.,
NEW_SUBZONE,New Subzone,
NEW_TEMPLATE_MODAL_DESCRIPTION,A new version has been published for this document's documentTemplate. Would you like to update?,
NEW_TEMPLATE_MODAL_TITLE,Update DocumentTemplate Version,
NEW_ZONE,New Zone,
NEXT,Next,
NEXT_STEPS,Next Steps,
NEXT_STEPS_INSTRUCTIONS,Summarize the next phases in your project. (One-quarter page maximum.),
NEXT_STEPS_REQUIRED,Next Steps *,
NICE,Nice!,
NO,No,
NO_BATCHES_TO_WITHDRAW_FROM,There are no batches with withdrawable quantities.,
NO_COMMENTS_ADDED,No comments added,
NO_DATA_YET,No data yet,
NO_FUTURE_DATES,No future dates allowed,
NO_INVENTORY_DESCRIPTION,"It looks like you haven’t added inventory yet. You can either import data from a CSV file, or add inventory using our inventory form.",
NO_MAP_DATA,No map data to show for this planting site.,
NO_NOTIFICATIONS,No notifications to show.,
NO_NURSERIES_NON_ADMIN_MSG,"Before you can add and manage your nursery inventory, you’ll need to have a nursery and species within Terraware. Only admins can add nurseries and species, so please reach out to yours for assistance.",
NO_PARTICIPANT,No Participant,
NO_PLANTING_SITES_DESCRIPTION,Start by adding a planting site. Adding a planting site will allow you to track where seedlings go after they leave the nursery.,
NO_PLANTING_SITES_TITLE,"Just a moment, let’s add a planting site first.",
NO_PLANTS,No Plants,
NO_PROJECT,No Project,
NO_QUANTITY_SET,No quantity set,
NO_REASSIGNMENTS,No Reassignments,
NO_REASSIGNMENTS_TEXT,Select a new subzone with quantity in at least one seedlings batch row.,
NO_SEEDBANKS_ADMIN_TITLE,"Just a moment, let’s add a seed bank first.",
NO_SEEDBANKS_MONITORING_ADMIN_MSG,"Start by adding a seed bank. If your seed bank was built by Terraformation, you’ll then be able to monitor things like the seed bank's temperature and humidity.",
NO_SEEDBANKS_MONITORING_NON_ADMIN_MSG,"Before you can begin remotely monitoring things like temperature and humidity through a seed bank’s sensor kit, you’ll need to add a seed bank within Terraware. Only admins can add seed banks, so please reach out to yours for assistance.",
NO_SEEDBANKS_NON_ADMIN_MSG,"Before you can add and manage your accessions, you’ll need to have a seed bank and species within Terraware. Only admins can add seed banks and species, so please reach out to yours for assistance.",
NO_SEEDBANKS_SET_UP_NON_ADMIN_MSG,"If your seed bank was built by Terraformation, it is equipped with a sensor kit that you can remotely monitor things like the seed bank's temperature and humidity. Your seed bank either does not have a sensor kit, or it has not yet been set up by your administrator.",
NO_SPECIES_CONTRIBUTOR_MSG,"There are no species in your species list yet. Only admins can add species, so please reach out to yours for assistance.",
NO_SPECIES_DESCRIPTION,"It looks like you haven’t added any species yet. Having a master species list helps streamline your organization’s seed and plant data entry. You can either add species manually and individually, or import data from a CSV.",
NO_SUB_LOCATIONS,Edit this seed bank to add sub-locations.,
NO_SUB_LOCATIONS_NURSERY,Edit this nursery to add sub-locations.,
NO_VOTERS,No Voters,
NO_VOTERS_FOR_PROJECT,There are no voters for this project. Contact an accelerator admin to add voters.,
NO_WITHDRAWABLE_QUANTITIES_FOUND,No withdrawable quantities found,
NON_NATIVE,Non-Native,
NONE,None,
NOT_ACCEPTED,Not Accepted,
NOT_COMPLETE,Not Complete,
NOT_CONNECTED,Not Connected,
NOT_ENOUGH_SEEDS_IN_ACCESSION,Not enough seeds in accession,
NOT_NEEDED,Not Needed,
NOT_READY,Not Ready,
NOT_READY_QUANTITY,Not Ready Quantity,
NOT_READY_QUANTITY_AFTER,Not Ready Quantity (After),
NOT_READY_QUANTITY_BEFORE,Not Ready Quantity (Before),
NOT_READY_QUANTITY_CANNOT_BE_LESS_THAN_ZERO,Not Ready quantity cannot be less than 0,
NOT_READY_QUANTITY_REMAINING,Not Ready Quantity ({0} remaining),
NOT_READY_QUANTITY_REQUIRED,Not Ready Quantity *,
NOT_SUBMITTED,Not Submitted,
NOT_YET,Not Yet,
NOTE_ANY_ISSUES,Does everything above look right? Note any issues.,
NOTE_COLON,Note:,
NOTES,Notes,
